Symbol,years,bh_cagr,bh_sharpe,bh_maxdd,sma_cagr,sma_sharpe,sma_maxdd,Company Name,Industry
RITES,8.013689253935661,0.17720678769530562,0.455508142666987,-0.5340628991655862,0.07576778826499564,0.1873876764281787,-0.4922426695363463,RITES Ltd.,Construction
CGCL,15.690622861054072,0.04151450647685473,0.2743098219398987,-0.9317586457143986,0.033851462052441494,0.1866344357016246,-0.7755820517108365,Capri Global Capital Ltd.,Financial Services
OBEROIRLTY,15.715263518138261,0.1335424576279709,0.3591472058319948,-0.5286630630985385,0.07525168872541221,0.18375656383371633,-0.410730725565871,Oberoi Realty Ltd.,Realty
REDINGTON,19.392197125256672,0.18380513854539493,0.4648033598242352,-0.8014985857479802,0.07107552173060272,0.17984511509724574,-0.5091791290898362,Redington Ltd.,Services
INDIACEM,26.510609171800137,0.06831060033065195,0.2529824556014729,-0.8533257567234407,0.06511291450211298,0.1781189099737002,-0.585077259494437,India Cements Ltd.,Construction Materials
HFCL,23.904175222450377,0.06497149980550487,0.2921535119996519,-0.8931552563702824,0.0528451299566417,0.17510139355179383,-0.927349110765671,HFCL Ltd.,Telecommunication
ENDURANCE,9.716632443531827,0.16147195624151167,0.43509403077434644,-0.6219218360115097,0.07761949731145124,0.1744079297294303,-0.3972384057986028,Endurance Technologies Ltd.,Automobile and Auto Components
NIACL,8.648870636550308,-0.07183186472520198,-0.06712904908869563,-0.7851069493914862,0.06724115413078402,0.17358757247357404,-0.42177823274288107,The New India Assurance Company Ltd.,Financial Services
UPL,24.019164955509925,0.1598547705414246,0.4143173730477565,-0.6472908080621134,0.06913945480760098,0.17295027219361833,-0.7444852473729119,UPL Ltd.,Chemicals
ANURAS,5.28952772073922,0.1809590305778268,0.5012977185389027,-0.4841740017360453,0.07863242238394941,0.17036978489231103,-0.34444989637145496,Anupam Rasayan India Ltd.,Chemicals
RPOWER,18.403832991101986,-0.11424859347756666,-0.08049665563779869,-0.9961950503008724,0.06345109688380712,0.16882764042748535,-0.6969679380893059,Reliance Power Ltd.,Power
ZEEL,24.019164955509925,0.049173766754886605,0.20986351444468704,-0.880321377986367,0.06543880163075255,0.16674536793343483,-0.6826082607983968,Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication
UBL,17.94387405886379,0.12981568713580205,0.34994835418689263,-0.6386653221967614,0.0695374653411156,0.16619615716534833,-0.7057417361027994,United Breweries Ltd.,Fast Moving Consumer Goods
ERIS,9.021218343600275,0.10538469884905766,0.2800947937069783,-0.5583509472653645,0.07532384547704551,0.15946401921457468,-0.29136205840973983,Eris Lifesciences Ltd.,Healthcare
ZYDUSWELL,16.648870636550306,0.17842068762349972,0.48409468375345643,-0.5508032154912406,0.0732856368502699,0.15796132898295262,-0.391594865035752,Zydus Wellness Ltd.,Fast Moving Consumer Goods
WIPRO,26.510609171800137,0.05776790769240714,0.18320926058910658,-0.9158229269897213,0.07423608493784317,0.15787319501503558,-0.49592080032325325,Wipro Ltd.,Information Technology
HINDPETRO,26.510609171800137,0.15202690274979536,0.293777469586509,-0.9029740002556361,0.03079522782353017,0.15751183299522936,-0.9730734136804938,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
NESTLEIND,23.904175222450377,0.05357077448198466,0.14910383452135767,-0.7817428190519222,0.0739295613464066,0.13838397874629504,-0.26825598642113224,Nestle India Ltd.,Fast Moving Consumer Goods
ANGELONE,5.754962354551677,0.5758086658066957,1.0229026028378791,-0.48252392110801945,0.04826446691629993,0.13825973523644514,-0.5801418872191801,Angel One Ltd.,Financial Services
ALKEM,10.54072553045859,0.15302102894903435,0.4490970744116615,-0.27747711110738327,0.07075514995650467,0.1355340406661109,-0.3330440177258436,Alkem Laboratories Ltd.,Healthcare
SBILIFE,8.761122518822724,0.11405828132423945,0.31050631164547743,-0.46842795580322494,0.07196419409987387,0.13489003873718886,-0.300905212572105,SBI Life Insurance Company Ltd.,Financial Services
SAMMAANCAP,12.958247775496236,0.004214421286865111,0.16420803553572783,-0.9276527854828505,0.059620681153334854,0.13092619411571838,-0.48562047864875657,Sammaan Capital Ltd.,Financial Services
